gene_id	gene_short_name	cluster	Cartilage_GO:0051216	HH_GO:0007224	WNT_GO:0016055	BMP_GO:0030509	TGFb_GO:0007179	FGFR_GO:0008543	panel	highlight
ENSMUSG00000040452	Cdh12	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000040420	Cdh18	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000022269	Marchf11	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000022309	Angpt1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000038725	Pkhd1l1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022311	Csmd3	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000058656	Samd12	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024479	Mal2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000037362	Ccn3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022367	Has2	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000022351	Sqle	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000005125	Ndrg1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022594	Lynx1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000079018	Ly6c1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000018893	Mb	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000068227	Il2rb	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000006378	Gcat	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000062760	Shisal1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000078954	Arhgap8	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000058441	Panx2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000055022	Cntn1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000063296	Tmem117	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022483	Col2a1	B	yes	no	no	no	no	no	cartilage main	yes
ENSMUSG00000003354	Ccdc65	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000075408	Smim41	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000001655	Hoxc13	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000008658	Rbfox1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000039200	Atf7ip2	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000022756	Slc7a4	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000116652	B830017H08Rik	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000043811	Rtn4r	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000013089	Etv5	A	no	no	no	no	no	no	fgf and HH main	yes
ENSMUSG00000004366	Sst	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000068428	Gmnc	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000022523	Fgf12	B	no	no	no	no	no	yes	cartilage main	
ENSMUSG00000022548	Apod	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000060636	Rpl35a	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000049436	Upk1b	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022790	Igsf11	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000047261	Gap43	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000036304	Zdhhc23	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000048087	Gm4737	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000033031	Cip2a	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000092009	Myh15	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000035258	Abi3bp	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000068196	Col8a1	B	no	no	no	no	no	no	cartilage main	
ENSMUSG00000055540	Epha6	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000022762	Ncam2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000039830	Olig2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000046160	Olig1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000040666	Sh3bgr	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000090223	Pcp4	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000040605	Bace2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000116673	A630089N07Rik	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000092074	Dynlt1a	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000000579	Dynlt1c	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000071984	Fndc1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000033450	Tagap	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000062327	T	A	no	no	no	no	no	no	WNT main	yes
ENSMUSG00000023826	Prkn	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000048826	Dact2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000047786	Lix1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000066720	Cldn9	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024130	Abca3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000008482	Rnf151	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000044533	Rps2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000047507	Baiap3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024112	Cacna1h	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024180	Tmem8	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000062753	AI413582	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000062859	Tcp11	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000062252	Lhfpl5	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000024036	Slc37a1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000024039	Cbs	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000048440	Cyp4f16	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000015476	Prrt1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000090877	Hspa1b	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000073411	H2-D1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000073409	H2-Q6	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000060550	H2-Q7	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000067212	H2-T23	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000056116	H2-T22	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000023913	Pla2g7	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000023960	Enpp5	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000079471	Mymx	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000004730	Adgre1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000032796	Lama1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000095407	Tmem200c	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024053	Emilin2	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000038541	Srd5a2	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000036533	Cdc42ep3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000045257	Morn2	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000024245	Tmem178	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000024109	Nrxn1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000036855	Gjd4	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024421	Lama3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000059898	Dsc3	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000061808	Ttr	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000041923	Nol4	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000044201	Cdc25c	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000078240	Gm3550	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000103037	Pcdhgb1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024427	Spry4	A	no	no	no	no	no	no	fgf and HH main	yes
ENSMUSG00000039954	Stk32a	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024471	Myot	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000024481	Lvrn	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000024593	Megf10	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000036412	Arsi	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024578	Il17b	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000032735	Ablim3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000071847	Apcdd1	A	no	no	yes	no	no	no	WNT main	
ENSMUSG00000045991	Onecut2	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000039529	Atp8b1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024518	Rax	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024521	Pmaip1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000035394	Cfap53	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000053846	Lipg	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000059336	Slc14a1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024647	Cbln2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024900	Cpt1a	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024907	Gal	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000083282	Ctsf	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000006457	Actn3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024818	Slc25a45	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000046805	Mpeg1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024640	Psat1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000039126	Prune2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000052387	Trpm3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000048138	Dmrt2	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000052942	Glis3	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024827	Gldc	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000024868	Dkk1	C	no	no	yes	no	no	no	WNT main	
ENSMUSG00000024899	Papss2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024766	Lipo3	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000087303	Lipo2	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000024776	Stambpl1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000035783	Acta2	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000024989	Cep55	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000061132	Blnk	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000025020	Slit1	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000035049	Rrp12	A	no	no	no	no	no	no	NA	NA
ENSMUSG00000018822	Sfrp5	A	no	no	yes	no	no	no	WNT main	
ENSMUSG00000037071	Scd1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000025216	Lbx1	C	no	no	no	no	no	no	NA	NA
ENSMUSG00000025219	Fgf8	A	no	no	no	no	no	yes	fgf and HH main	yes
ENSMUSG00000025064	Col17a1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000043531	Sorcs1	B	no	no	no	no	no	no	NA	NA
ENSMUSG00000041362	Shtn1	B	no	no	no	no	no	no	NA	NA
